Point ID,vtkOriginalPointIds,Acceleration_0,Acceleration_1,Acceleration_2,Acceleration_Magnitude,Displacement_0,Displacement_1,Displacement_2,Displacement_Magnitude,ExtraDof1,Points_0,Points_1,Points_2,Points_Magnitude,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude
709,709,0,0,0,0,0,0,0,0,9567.03,16.6,0.34641,1,16.6337,0,0,0,0
710,710,0,0,0,0,0,0,0,0,3.12801e-30,70.9979,0.271316,1,71.0055,0,0,0,0
711,711,0,0,0,0,0,0,0,0,3.22197e-30,71,0,0.730718,71.0038,0,0,0,0
712,712,0,0,0,0,0,0,0,0,6.59553e-30,70.6,0,0.65359,70.603,0,0,0,0
713,713,0,0,0,0,0,0,0,0,2.01689e-30,71.1618,0.461241,0.538564,71.1653,0,0,0,0
714,714,0,0,0,0,0,0,0,0,4.29041e-24,63.4447,0,0.374992,63.4458,0,0,0,0
715,715,0,0,0,0,0,0,0,0,7.66138e+06,1.48169,0.717467,0,1.64626,0,0,0,0
716,716,0,0,0,0,0,0,0,0,7.78605e+06,1.40082,1,0.263576,1.7412,0,0,0,0
717,717,0,0,0,0,0,0,0,0,8.09704e+06,1.2,0.642605,0,1.36123,0,0,0,0
718,718,0,0,0,0,0,0,0,0,8.24588e+06,1.10351,0.5,0.5,1.31062,0,0,0,0
719,719,0,0,0,0,0,0,0,0,36114,14.6,0.730718,1,14.6524,0,0,0,0
720,720,0,0,0,0,0,0,0,0,36225.1,14.597,1,0.728058,14.6493,0,0,0,0
721,721,0,0,0,0,0,0,0,0,8.86109e-17,53.8383,0.379075,0,53.8396,0,0,0,0
722,722,0,0,0,0,0,0,0,0,9.76572e-17,53.8081,0,0.273381,53.8088,0,0,0,0
723,723,0,0,0,0,0,0,0,0,0,99.7476,0.770474,1,99.7556,0,0,0,0
724,724,0,0,0,0,0,0,0,0,0,99.7476,1,0.770474,99.7556,0,0,0,0
725,725,0,0,0,0,0,0,0,0,0,100,0.75768,0.75768,100.006,0,0,0,0
726,726,0,0,0,0,0,0,0,0,1.67123e-37,79.4,1,0.65359,79.409,0,0,0,0
727,727,0,0,0,0,0,0,0,0,8.23449e-13,48.1813,0.635106,0,48.1855,0,0,0,0
728,728,0,0,0,0,0,0,0,0,1.52355e-12,47.8133,1,0.266667,47.8245,0,0,0,0
729,729,0,0,0,0,0,0,0,0,1.5164e-12,47.8069,0.722639,0,47.8124,0,0,0,0
730,730,0,0,0,0,0,0,0,0,1.77898e-12,47.6885,0.554833,0.455065,47.6939,0,0,0,0
731,731,0,0,0,0,0,0,0,0,0,94.6929,0.5,0.5,94.6955,0,0,0,0
732,732,0,0,0,0,0,0,0,0,1.25256e-10,44.9333,1,0.333333,44.9457,0,0,0,0
733,733,0,0,0,0,0,0,0,0,7.63708e-43,85.4,1,0.269282,85.4063,0,0,0,0
734,734,0,0,0,0,0,0,0,0,7.27274e-43,85.4,0.724609,0,85.4031,0,0,0,0
735,735,0,0,0,0,0,0,0,0,5.24086e-43,85.5602,0.544757,0.459393,85.5632,0,0,0,0
736,736,0,0,0,0,0,0,0,0,1.58487e-42,84.9911,0.452057,0.544931,84.994,0,0,0,0
737,737,0,0,0,0,0,0,0,0,1.34419e-31,72.6141,0.370931,1,72.6219,0,0,0,0
738,738,0,0,0,0,0,0,0,0,2.04064e-10,44.6,0.65359,1,44.616,0,0,0,0
739,739,0,0,0,0,0,0,0,0,0,97.403,0.728058,1,97.4109,0,0,0,0
740,740,0,0,0,0,0,0,0,0,0,97.4,1,0.65359,97.4073,0,0,0,0
741,741,0,0,0,0,0,0,0,0,0,97.9097,0.462617,0.461595,97.9119,0,0,0,0
742,742,0,0,0,0,0,0,0,0,9565.81,16.603,1,0.728058,16.649,0,0,0,0
743,743,0,0,0,0,0,0,0,0,9560.05,16.6,0.730718,1,16.6461,0,0,0,0
744,744,0,0,0,0,0,0,0,0,3.11929e-06,37.8,1,0.269282,37.8142,0,0,0,0
745,745,0,0,0,0,0,0,0,0,5.11177e-06,37.4,1,0.34641,37.415,0,0,0,0
746,746,0,0,0,0,0,0,0,0,3.14738e-06,37.7972,0.725814,0,37.8042,0,0,0,0
747,747,0,0,0,0,0,0,0,0,2.41202e-06,37.9574,0.540321,0.461436,37.9641,0,0,0,0
748,748,0,0,0,0,0,0,0,0,9.59592e+06,0.252383,1,0.770474,1.28737,0,0,0,0
749,749,0,0,0,0,0,0,0,0,9.59607e+06,0.252383,0.770474,1,1.28737,0,0,0,0
750,750,0,0,0,0,0,0,0,0,1e+07,0,0.75768,0.75768,1.07152,0,0,0,0
751,751,0,0,0,0,0,0,0,0,3.91383e-42,84.6,1,0.269282,84.6063,0,0,0,0
752,752,0,0,0,0,0,0,0,0,4.4239e-42,84.5067,0.499545,0.5,84.5097,0,0,0,0
753,753,0,0,0,0,0,0,0,0,3.35191e-42,84.6812,0.717765,0,84.6842,0,0,0,0
754,754,0,0,0,0,0,0,0,0,4.87009e-35,76.6,0.34641,1,76.6073,0,0,0,0
755,755,0,0,0,0,0,0,0,0,2.30666e-35,77,0.269282,1,77.007,0,0,0,0
756,756,0,0,0,0,0,0,0,0,2.26065e-35,76.997,0,0.728058,77.0004,0,0,0,0
757,757,0,0,0,0,0,0,0,0,1.81086e-11,46.197,0.271942,0,46.1978,0,0,0,0
758,758,0,0,0,0,0,0,0,0,1.42474e-28,69.0141,0.629069,0,69.017,0,0,0,0
759,759,0,0,0,0,0,0,0,0,1.07529e-19,57.8,0,0.269282,57.8006,0,0,0,0
760,760,0,0,0,0,0,0,0,0,8.83418e-20,57.8935,0.500499,0.5,57.8978,0,0,0,0
761,761,0,0,0,0,0,0,0,0,1.23827e-19,57.7188,0.282199,0,57.7195,0,0,0,0
762,762,0,0,0,0,0,0,0,0,1.30965e-32,73.8,0.269282,0,73.8005,0,0,0,0
763,763,0,0,0,0,0,0,0,0,1.54472e-32,73.7065,0.5,0.500499,73.7099,0,0,0,0
764,764,0,0,0,0,0,0,0,0,1.11093e-32,73.8812,0,0.282199,73.8817,0,0,0,0
765,765,0,0,0,0,0,0,0,0,148072,12.2028,1,0.274186,12.2468,0,0,0,0
766,766,0,0,0,0,0,0,0,0,3.69084e-10,44.2,1,0.34641,44.2127,0,0,0,0
767,767,0,0,0,0,0,0,0,0,9.58135e+06,0.261424,0.235165,1,1.06002,0,0,0,0
768,768,0,0,0,0,0,0,0,0,9.59603e+06,0.252383,0,0.770474,0.810757,0,0,0,0
769,769,0,0,0,0,0,0,0,0,1e+07,0,0.24232,0.75768,0.795486,0,0,0,0
770,770,0,0,0,0,0,0,0,0,3.08987e-28,68.6,1,0.269282,68.6078,0,0,0,0
771,771,0,0,0,0,0,0,0,0,3.60513e-28,68.5067,0.499545,0.5,68.5103,0,0,0,0
772,772,0,0,0,0,0,0,0,0,2.62466e-28,68.6812,0.717765,0,68.685,0,0,0,0
773,773,0,0,0,0,0,0,0,0,0.00581615,31.8,0,0.269282,31.8011,0,0,0,0
774,774,0,0,0,0,0,0,0,0,0.00137715,33,0.730718,1,33.0232,0,0,0,0
775,775,0,0,0,0,0,0,0,0,5.6477e-25,64.6,1,0.273771,64.6083,0,0,0,0
776,776,0,0,0,0,0,0,0,0,1.34986e+06,7.46431,0.329247,1,7.53819,0,0,0,0
777,777,0,0,0,0,0,0,0,0,1.6045e+06,7,0.34641,1,7.07955,0,0,0,0
778,778,0,0,0,0,0,0,0,0,1.41344e+06,7.3417,0.668089,1,7.43955,0,0,0,0
779,779,0,0,0,0,0,0,0,0,1.77675e-11,46.2,1,0.730718,46.2166,0,0,0,0
780,780,0,0,0,0,0,0,0,0,3.85773,25.8,0,0.65359,25.8083,0,0,0,0
781,781,0,0,0,0,0,0,0,0,861.94,19.797,0.273186,0,19.7989,0,0,0,0
782,782,0,0,0,0,0,0,0,0,915.052,19.7188,0,0.282199,19.7208,0,0,0,0
783,783,0,0,0,0,0,0,0,0,733.637,20,0,0.357395,20.0032,0,0,0,0
784,784,0,0,0,0,0,0,0,0,1.49971e-26,66.5444,0.672856,1,66.5553,0,0,0,0
785,785,0,0,0,0,0,0,0,0,1e+07,0,0.75768,0.24232,0.795486,0,0,0,0
786,786,0,0,0,0,0,0,0,0,9.5961e+06,0.252383,0.770474,0,0.810757,0,0,0,0
787,787,0,0,0,0,0,0,0,0,9.5798e+06,0.262435,1,0.233973,1.06001,0,0,0,0
788,788,0,0,0,0,0,0,0,0,7.22627e-09,42.2,1,0.730718,42.2182,0,0,0,0
789,789,0,0,0,0,0,0,0,0,58853.7,13.8,1,0.34641,13.8405,0,0,0,0
790,790,0,0,0,0,0,0,0,0,72486.3,13.4556,1,0.672856,13.5095,0,0,0,0
791,791,0,0,0,0,0,0,0,0,78161.5,13.3333,1,0.333333,13.3749,0,0,0,0
792,792,0,0,0,0,0,0,0,0,0.00136855,33,0,0.259239,33.001,0,0,0,0
793,793,0,0,0,0,0,0,0,0,4.83291e-17,54.2107,0.273155,0,54.2114,0,0,0,0
794,794,0,0,0,0,0,0,0,0,6.58512e+06,2.20282,0.725814,0,2.31931,0,0,0,0
795,795,0,0,0,0,0,0,0,0,6.58786e+06,2.2,1,0.34641,2.44131,0,0,0,0
796,796,0,0,0,0,0,0,0,0,7.15715e+06,1.81412,0.629069,0,1.92009,0,0,0,0
797,797,0,0,0,0,0,0,0,0,0,99.7476,0,0.770474,99.7506,0,0,0,0
798,798,0,0,0,0,0,0,0,0,0,99.7376,0.233973,1,99.7429,0,0,0,0
799,799,0,0,0,0,0,0,0,0,0,100,0.24232,0.75768,100.003,0,0,0,0
800,800,0,0,0,0,0,0,0,0,0,99.7476,0.770474,0,99.7506,0,0,0,0
801,801,0,0,0,0,0,0,0,0,0,100,0.75768,0.24232,100.003,0,0,0,0
802,802,0,0,0,0,0,0,0,0,0,99.7376,1,0.233973,99.7429,0,0,0,0
803,803,0,0,0,0,0,0,0,0,2.1936e-35,76.997,1,0.728058,77.0069,0,0,0,0
804,804,0,0,0,0,0,0,0,0,2.15476e-35,77,0.65359,1,77.0093,0,0,0,0
805,805,0,0,0,0,0,0,0,0,0.000853251,33.4,1,0.730718,33.423,0,0,0,0
806,806,0,0,0,0,0,0,0,0,6.17241e-26,65.8002,0.271527,1,65.8084,0,0,0,0
807,807,0,0,0,0,0,0,0,0,5.60519e-45,87.8002,0.271527,1,87.8063,0,0,0,0
808,808,0,0,0,0,0,0,0,0,0.000189673,34.6,0.65359,0,34.6062,0,0,0,0
809,809,0,0,0,0,0,0,0,0,0.00018907,34.6,1,0.269282,34.6155,0,0,0,0
810,810,0,0,0,0,0,0,0,0,2.66247e-44,87.0086,1,0.724803,87.0174,0,0,0,0
811,811,0,0,0,0,0,0,0,0,9.58153e+06,0.261424,0.235165,0,0.351632,0,0,0,0
812,812,0,0,0,0,0,0,0,0,9.57968e+06,0.262435,0,0.233973,0.35159,0,0,0,0
813,813,0,0,0,0,0,0,0,0,0.0144668,31,1,0.65359,31.023,0,0,0,0
814,814,0,0,0,0,0,0,0,0,0.0147241,31.0021,0.728684,1,31.0268,0,0,0,0
815,815,0,0,0,0,0,0,0,0,0.0225697,30.6103,0.643418,1,30.6334,0,0,0,0
816,816,0,0,0,0,0,0,0,0,59102.8,13.8,0.730718,0,13.8193,0,0,0,0
817,817,0,0,0,0,0,0,0,0,0,91.4,0.730718,1,91.4084,0,0,0,0
818,818,0,0,0,0,0,0,0,0,1.38007e+06,7.4,0,0.65359,7.42881,0,0,0,0
819,819,0,0,0,0,0,0,0,0,1.4013e-45,88.5889,0.265429,1,88.5949,0,0,0,0
820,820,0,0,0,0,0,0,0,0,12549.7,16.2,0.65359,1,16.244,0,0,0,0
821,821,0,0,0,0,0,0,0,0,15641.6,15.8817,1,0.717467,15.9293,0,0,0,0
822,822,0,0,0,0,0,0,0,0,0,96.6812,0.717765,0,96.6839,0,0,0,0
823,823,0,0,0,0,0,0,0,0,1.21378e+06,7.73333,1,0.333333,7.80484,0,0,0,0
824,824,0,0,0,0,0,0,0,0,0.000311972,34.2,1,0.34641,34.2164,0,0,0,0
825,825,0,0,0,0,0,0,0,0,11.5776,24.6813,0.281232,1,24.7031,0,0,0,0
826,826,0,0,0,0,0,0,0,0,8.34726,25.0103,0.356582,1,25.0328,0,0,0,0
827,827,0,0,0,0,0,0,0,0,8.43795,25,0,0.65359,25.0085,0,0,0,0
828,828,0,0,0,0,0,0,0,0,1.21469e+06,7.73333,0,0.333333,7.74051,0,0,0,0
829,829,0,0,0,0,0,0,0,0,1.89792e-41,83.8667,1,0.666667,83.8753,0,0,0,0
830,830,0,0,0,0,0,0,0,0,337541,10.6141,0.629069,1,10.6796,0,0,0,0
831,831,0,0,0,0,0,0,0,0,265173,11.0895,0.502905,0.499452,11.1121,0,0,0,0
832,832,0,0,0,0,0,0,0,0,338168,10.6108,0.273256,1,10.6613,0,0,0,0
833,833,0,0,0,0,0,0,0,0,361375,10.4697,0.454284,0.433853,10.4885,0,0,0,0
834,834,0,0,0,0,0,0,0,0,9.5398e+06,0.287497,0.504372,0,0.580556,0,0,0,0
835,835,0,0,0,0,0,0,0,0,715011,9,0.65359,1,9.07894,0,0,0,0
836,836,0,0,0,0,0,0,0,0,1.05451e-23,63,0.269282,1,63.0085,0,0,0,0
837,837,0,0,0,0,0,0,0,0,4.51861e-36,77.8,0.269282,1,77.8069,0,0,0,0
838,838,0,0,0,0,0,0,0,0,80.5813,22.6,0.269282,0,22.6016,0,0,0,0
839,839,0,0,0,0,0,0,0,0,2.27033e-09,43,1,0.730718,43.0178,0,0,0,0
840,840,0,0,0,0,0,0,0,0,8.26971e-15,51.0667,1,0.666667,51.0808,0,0,0,0
841,841,0,0,0,0,0,0,0,0,4.58464e-35,76.6,0.34641,0,76.6008,0,0,0,0
842,842,0,0,0,0,0,0,0,0,2.15153e-35,76.999,0,0.357633,76.9998,0,0,0,0
843,843,0,0,0,0,0,0,0,0,2.23693e-35,77,0.269282,0,77.0005,0,0,0,0
844,844,0,0,0,0,0,0,0,0,4.89956e-13,48.5181,0.718163,0,48.5234,0,0,0,0
845,845,0,0,0,0,0,0,0,0,4.44698e-13,48.6,1,0.269282,48.611,0,0,0,0
846,846,0,0,0,0,0,0,0,0,7.9576e-13,48.2,1,0.34641,48.2116,0,0,0,0
847,847,0,0,0,0,0,0,0,0,3.74422e-13,48.6922,0.500174,0.5,48.6973,0,0,0,0
848,848,0,0,0,0,0,0,0,0,0,97.8,0.65359,1,97.8073,0,0,0,0
849,849,0,0,0,0,0,0,0,0,9.79444e-15,50.9859,0.629069,0,50.9898,0,0,0,0
850,850,0,0,0,0,0,0,0,0,2.27179e-09,43.0021,0.271316,0,43.003,0,0,0,0
851,851,0,0,0,0,0,0,0,0,3.44704e-11,45.8,0,0.269282,45.8008,0,0,0,0
852,852,0,0,0,0,0,0,0,0,6.89325e-10,43.8,0.65359,0,43.8049,0,0,0,0
853,853,0,0,0,0,0,0,0,0,2.98455e-30,71,0.65359,1,71.01,0,0,0,0
854,854,0,0,0,0,0,0,0,0,2.85251e-30,71,1,0.730718,71.0108,0,0,0,0
855,855,0,0,0,0,0,0,0,0,0.000190194,34.6,0.269282,1,34.6155,0,0,0,0
856,856,0,0,0,0,0,0,0,0,0.000191264,34.6,0,0.65359,34.6062,0,0,0,0
857,857,0,0,0,0,0,0,0,0,3.08955e-30,71,0,0.34641,71.0008,0,0,0,0
858,858,0,0,0,0,0,0,0,0,2.96029e-30,70.9979,0.271316,0,70.9984,0,0,0,0
859,859,0,0,0,0,0,0,0,0,4.76516e-35,76.6,1,0.65359,76.6093,0,0,0,0
860,860,0,0,0,0,0,0,0,0,5.02278e-17,54.2107,0.273155,1,54.2206,0,0,0,0
861,861,0,0,0,0,0,0,0,0,3.38436e-11,45.8,0.730718,1,45.8167,0,0,0,0
862,862,0,0,0,0,0,0,0,0,1.68192e-18,56.2,0.65359,0,56.2038,0,0,0,0
863,863,0,0,0,0,0,0,0,0,1.16893e-07,40.2,0,0.730718,40.2066,0,0,0,0
864,864,0,0,0,0,0,0,0,0,1.99005e-07,39.8,0.34641,1,39.8141,0,0,0,0
865,865,0,0,0,0,0,0,0,0,1.17145e-07,40.2,0.269282,1,40.2133,0,0,0,0
866,866,0,0,0,0,0,0,0,0,1.57496e-07,39.9825,0.603851,0.39849,39.989,0,0,0,0
867,867,0,0,0,0,0,0,0,0,2.75123e-33,74.6028,1,0.274186,74.61,0,0,0,0
868,868,0,0,0,0,0,0,0,0,3.04578e-33,74.5444,0.672856,0,74.5474,0,0,0,0
869,869,0,0,0,0,0,0,0,0,3.94149e-19,57.0556,0,0.672856,57.0596,0,0,0,0
870,870,0,0,0,0,0,0,0,0,4.29356e-19,56.9972,0.274186,1,57.0066,0,0,0,0
871,871,0,0,0,0,0,0,0,0,5.30103e-34,75.4,0,0.65359,75.4028,0,0,0,0
872,872,0,0,0,0,0,0,0,0,5.03164e-40,82.2812,0,0.717765,82.2843,0,0,0,0
873,873,0,0,0,0,0,0,0,0,3.33062e-29,69.7867,0,0.733333,69.7906,0,0,0,0
874,874,0,0,0,0,0,0,0,0,3.2908e-29,69.7869,0.268911,1,69.7946,0,0,0,0
875,875,0,0,0,0,0,0,0,0,1181.61,19.3998,0.729717,0,19.4135,0,0,0,0
876,876,0,0,0,0,0,0,0,0,1193.96,19.3859,1,0.370931,19.4152,0,0,0,0
877,877,0,0,0,0,0,0,0,0,2.66525e-34,75.7867,0,0.733333,75.7902,0,0,0,0
878,878,0,0,0,0,0,0,0,0,2.61854e-34,75.7867,0.266667,1,75.7938,0,0,0,0
879,879,0,0,0,0,0,0,0,0,0.00209385,32.6556,0,0.320984,32.6572,0,0,0,0
880,880,0,0,0,0,0,0,0,0,6.58753e+06,2.2,0,0.65359,2.29503,0,0,0,0
881,881,0,0,0,0,0,0,0,0,3.80124e-37,79,0.65359,0,79.0027,0,0,0,0
882,882,0,0,0,0,0,0,0,0,0,99.7376,0.233973,0,99.7379,0,0,0,0
883,883,0,0,0,0,0,0,0,0,0,99.7376,0,0.233973,99.7379,0,0,0,0
884,884,0,0,0,0,0,0,0,0,0,89.3333,0,0.666667,89.3358,0,0,0,0
885,885,0,0,0,0,0,0,0,0,2.8026e-44,87.0086,0,0.724803,87.0116,0,0,0,0
886,886,0,0,0,0,0,0,0,0,5.46506e-44,86.6667,0,0.666667,86.6693,0,0,0,0
887,887,0,0,0,0,0,0,0,0,2.66247e-44,87.0107,0.273155,1,87.0169,0,0,0,0
888,888,0,0,0,0,0,0,0,0,9.53969e+06,0.287497,1,0.504372,1.15631,0,0,0,0
889,889,0,0,0,0,0,0,0,0,1e+07,0,0.75256,0.49996,0.903497,0,0,0,0
890,890,0,0,0,0,0,0,0,0,0.00137641,33,0.34641,1,33.017,0,0,0,0
891,891,0,0,0,0,0,0,0,0,0,100,0.75256,0.49996,100.004,0,0,0,0
892,892,0,0,0,0,0,0,0,0,0,99.7125,1,0.504372,99.7188,0,0,0,0
893,893,0,0,0,0,0,0,0,0,2.21824e-35,76.999,1,0.357633,77.0063,0,0,0,0
894,894,0,0,0,0,0,0,0,0,3.54684e-07,39.4133,0,0.733333,39.4201,0,0,0,0
895,895,0,0,0,0,0,0,0,0,5.57583e-07,39.0667,0,0.666667,39.0724,0,0,0,0
896,896,0,0,0,0,0,0,0,0,3.53012e-07,39.4106,0.273665,1,39.4242,0,0,0,0
897,897,0,0,0,0,0,0,0,0,2.69299e-07,39.5746,0.458668,0.538051,39.5809,0,0,0,0
898,898,0,0,0,0,0,0,0,0,8.44007,25.0133,1,0.266667,25.0347,0,0,0,0
899,899,0,0,0,0,0,0,0,0,11.6846,24.6667,1,0.333333,24.6892,0,0,0,0
900,900,0,0,0,0,0,0,0,0,8.45225,25.0106,0.726335,0,25.0211,0,0,0,0
901,901,0,0,0,0,0,0,0,0,7.04325,25.1746,0.541332,0.461949,25.1847,0,0,0,0
902,902,0,0,0,0,0,0,0,0,614559,9.34444,0.320984,0,9.34995,0,0,0,0
903,903,0,0,0,0,0,0,0,0,0,99.7125,0.504372,0,99.7138,0,0,0,0
904,904,0,0,0,0,0,0,0,0,0.000314413,34.2,0.34641,1,34.2164,0,0,0,0
905,905,0,0,0,0,0,0,0,0,1.38381e-05,36.6667,0.666667,1,36.6864,0,0,0,0
906,906,0,0,0,0,0,0,0,0,1.65842e-18,56.2,1,0.34641,56.21,0,0,0,0
907,907,0,0,0,0,0,0,0,0,849316,8.6,1,0.34641,8.66487,0,0,0,0
908,908,0,0,0,0,0,0,0,0,4.9203e-25,64.6386,0.379575,1,64.6475,0,0,0,0
909,909,0,0,0,0,0,0,0,0,2.62249e-25,65.0108,0.273256,1,65.0191,0,0,0,0
910,910,0,0,0,0,0,0,0,0,5.03407e-25,64.6386,0.379575,0,64.6397,0,0,0,0
911,911,0,0,0,0,0,0,0,0,2.66683e-25,65.0108,0.273256,0,65.0114,0,0,0,0
912,912,0,0,0,0,0,0,0,0,5.56061e-34,75.4,0.34641,1,75.4074,0,0,0,0
913,913,0,0,0,0,0,0,0,0,1.60189e+06,7.01111,0,0.734571,7.04949,0,0,0,0
914,914,0,0,0,0,0,0,0,0,0,95.0818,0.281688,0,95.0822,0,0,0,0
915,915,0,0,0,0,0,0,0,0,1.60729e+06,7,1,0.34641,7.07955,0,0,0,0
916,916,0,0,0,0,0,0,0,0,5.96554e-26,65.7617,0,0.379075,65.7628,0,0,0,0
917,917,0,0,0,0,0,0,0,0,1.27511e-25,65.3893,0,0.273155,65.3899,0,0,0,0
918,918,0,0,0,0,0,0,0,0,1.27128e-25,65.3893,1,0.273155,65.3975,0,0,0,0
919,919,0,0,0,0,0,0,0,0,6.00449e-26,65.7617,1,0.379075,65.7704,0,0,0,0
920,920,0,0,0,0,0,0,0,0,3.20897e-43,85.8,0,0.730718,85.8031,0,0,0,0
921,921,0,0,0,0,0,0,0,0,3.27904e-43,85.7882,0.273793,1,85.7945,0,0,0,0
922,922,0,0,0,0,0,0,0,0,1.9478e-43,86.035,0.588575,0.451421,86.0382,0,0,0,0
923,923,0,0,0,0,0,0,0,0,7.16179e+06,1.81177,0.270094,0,1.83179,0,0,0,0
924,924,0,0,0,0,0,0,0,0,1.21256e-20,59.0573,0.330778,1,59.0667,0,0,0,0
925,925,0,0,0,0,0,0,0,0,6.34746e-21,59.4115,0.266156,1,59.4205,0,0,0,0
926,926,0,0,0,0,0,0,0,0,6.19929e-21,59.4111,0,0.734571,59.4156,0,0,0,0
927,927,0,0,0,0,0,0,0,0,1.30961e-20,58.967,0.5,0.5,58.9712,0,0,0,0
928,928,0,0,0,0,0,0,0,0,36145.2,14.597,0,0.728058,14.6151,0,0,0,0
929,929,0,0,0,0,0,0,0,0,4167.93,17.7444,1,0.672856,17.7853,0,0,0,0
930,930,0,0,0,0,0,0,0,0,5407.52,17.397,0.728058,1,17.4409,0,0,0,0
931,931,0,0,0,0,0,0,0,0,5447.09,17.3889,1,0.734571,17.4331,0,0,0,0
932,932,0,0,0,0,0,0,0,0,2.57547,26.2,1,0.34641,26.2214,0,0,0,0
933,933,0,0,0,0,0,0,0,0,3.45565e-07,39.4103,0.643418,0,39.4156,0,0,0,0
934,934,0,0,0,0,0,0,0,0,3.49799e-07,39.4,1,0.34641,39.4142,0,0,0,0
935,935,0,0,0,0,0,0,0,0,5.51663e-07,39.0813,0.718768,0,39.0879,0,0,0,0
936,936,0,0,0,0,0,0,0,0,38.9876,23.399,0.642367,0,23.4078,0,0,0,0
937,937,0,0,0,0,0,0,0,0,1.52878e-39,81.7187,0.281232,1,81.7253,0,0,0,0
938,938,0,0,0,0,0,0,0,0,1.50973e-39,81.7183,0,0.717467,81.7215,0,0,0,0
939,939,0,0,0,0,0,0,0,0,5.60519e-44,86.6383,0.379075,0,86.6391,0,0,0,0
940,940,0,0,0,0,0,0,0,0,2.66247e-44,87.0107,0.273155,0,87.0111,0,0,0,0
941,941,0,0,0,0,0,0,0,0,7.21864e-09,42.2,1,0.34641,42.2133,0,0,0,0
942,942,0,0,0,0,0,0,0,0,6.57301e+06,2.21111,1,0.734571,2.53547,0,0,0,0
943,943,0,0,0,0,0,0,0,0,6.58591e+06,2.20282,0.725814,1,2.52571,0,0,0,0
944,944,0,0,0,0,0,0,0,0,7.09531e+06,1.85556,1,0.672856,2.21265,0,0,0,0
945,945,0,0,0,0,0,0,0,0,1.13716e-13,49.4556,1,0.327144,49.4668,0,0,0,0
946,946,0,0,0,0,0,0,0,0,6.81089e-14,49.803,0.728058,0,49.8083,0,0,0,0
947,947,0,0,0,0,0,0,0,0,6.69463e-14,49.8111,1,0.265429,49.8218,0,0,0,0
948,948,0,0,0,0,0,0,0,0,4.91642e-35,76.6109,0,0.267673,76.6114,0,0,0,0
949,949,0,0,0,0,0,0,0,0,338997,10.6,0,0.65359,10.6201,0,0,0,0
950,950,0,0,0,0,0,0,0,0,6.00945e-11,45.4,1,0.34641,45.4123,0,0,0,0
951,951,0,0,0,0,0,0,0,0,1.83133e-11,46.199,0.642367,0,46.2035,0,0,0,0
952,952,0,0,0,0,0,0,0,0,7.27972e+06,1.73333,1,0.333333,2.02868,0,0,0,0
953,953,0,0,0,0,0,0,0,0,0,94.5188,0.282199,0,94.5192,0,0,0,0
954,954,0,0,0,0,0,0,0,0,0,94.5195,0,0.28049,94.5199,0,0,0,0
955,955,0,0,0,0,0,0,0,0,0,94.2073,0.548651,0.543872,94.2105,0,0,0,0
956,956,0,0,0,0,0,0,0,0,0,92.6,0,0.65359,92.6023,0,0,0,0
957,957,0,0,0,0,0,0,0,0,0,92.2133,0,0.733333,92.2162,0,0,0,0
958,958,0,0,0,0,0,0,0,0,0,92.2,0.34641,1,92.2061,0,0,0,0
959,959,0,0,0,0,0,0,0,0,2.64381e-16,53.2,1,0.642605,53.2133,0,0,0,0
960,960,0,0,0,0,0,0,0,0,278754,11,0.730718,0,11.0242,0,0,0,0
961,961,0,0,0,0,0,0,0,0,289995,10.9187,1,0.281232,10.968,0,0,0,0
962,962,0,0,0,0,0,0,0,0,339457,10.6,0.65359,0,10.6201,0,0,0,0
963,963,0,0,0,0,0,0,0,0,0.000188601,34.6,0.65359,1,34.6206,0,0,0,0
964,964,0,0,0,0,0,0,0,0,4.92388e-41,83.3891,1,0.267673,83.3955,0,0,0,0
965,965,0,0,0,0,0,0,0,0,5.10521e-41,83.397,0.728058,0,83.4002,0,0,0,0
966,966,0,0,0,0,0,0,0,0,2.28131e-41,83.7444,1,0.327144,83.751,0,0,0,0
967,967,0,0,0,0,0,0,0,0,55.4339,23,0,0.269282,23.0016,0,0,0,0
968,968,0,0,0,0,0,0,0,0,5.61558e-25,64.6,0,0.65359,64.6033,0,0,0,0
969,969,0,0,0,0,0,0,0,0,7.18016e+06,1.8,0,0.34641,1.83303,0,0,0,0
970,970,0,0,0,0,0,0,0,0,55.3857,22.9998,0.728473,1,23.0331,0,0,0,0
971,971,0,0,0,0,0,0,0,0,8.42867,25.0133,0,0.266667,25.0147,0,0,0,0
972,972,0,0,0,0,0,0,0,0,3.5243e-07,39.4133,1,0.733333,39.4328,0,0,0,0
973,973,0,0,0,0,0,0,0,0,38.4902,23.4,1,0.34641,23.4239,0,0,0,0
974,974,0,0,0,0,0,0,0,0,9537.89,16.6021,0,0.728684,16.6181,0,0,0,0
975,975,0,0,0,0,0,0,0,0,3.04584e-30,71,0.65359,0,71.003,0,0,0,0
976,976,0,0,0,0,0,0,0,0,80.1951,22.6,1,0.730718,22.6339,0,0,0,0
977,977,0,0,0,0,0,0,0,0,1.62174e-21,60.2,1,0.730718,60.2127,0,0,0,0
978,978,0,0,0,0,0,0,0,0,1.62341e-21,60.2,0.269282,0,60.2006,0,0,0,0
979,979,0,0,0,0,0,0,0,0,1.15294e-26,66.6667,0.333333,1,66.675,0,0,0,0
